TREATY;NAIC_Client;Origine_Ptf;Devise;Subsidiary;Esb;esb_ll
TR0027965; ;SGL PARIS;XAF;4;1;PARIS
TR0035030; ;SGL PARIS;EUR;4;1;PARIS
04T000702; ;SGL PARIS;EUR;4;1;PARIS
04T005950; ;SGL PARIS;EUR;4;1;PARIS
04T006911;0;SGL PARIS;MXN;4;1;PARIS
04T007682;0;SGL PARIS;USD;4;1;PARIS
04T007682;0;SGL PARIS;NIO;4;1;PARIS
04T007683;0;SGL PARIS;USD;4;1;PARIS
04T007683;0;SGL PARIS;NIO;4;1;PARIS
04T007684;0;SGL PARIS;USD;4;1;PARIS
04T007684;0;SGL PARIS;NIO;4;1;PARIS
04T007781;0;SGL PARIS;USD;4;1;PARIS
04U007421; ;Prevoyance Re;EUR;4;1;PARIS
04U007455; ;Prevoyance Re;EUR;4;1;PARIS
04U007513; ;Prevoyance Re;EUR;4;1;PARIS
04U007610; ;Prevoyance Re;EUR;4;1;PARIS
04U007614; ;Prevoyance Re;EUR;4;1;PARIS
TR0001631;0;SGL PARIS;COP;4;1;PARIS
TR0002274;0;SGL PARIS;MXN;4;1;PARIS
TR0002274;0;SGL PARIS;USD;4;1;PARIS
TR0010376; ;SGL PARIS;PYG;4;1;PARIS
TR0010899; ;SGL PARIS;USD;4;1;PARIS
TR0015055; ;SGL PARIS;PYG;4;1;PARIS
TR0015066; ;SGL PARIS;EUR;4;1;PARIS
TR0016653; ;SGL PARIS;EUR;4;1;PARIS
TR0016658; ;SGL PARIS;EUR;4;1;PARIS
TR0017173; ;SGL PARIS;EUR;4;1;PARIS
TR0017311; ;SGL PARIS;EUR;4;1;PARIS
TR0021637; ;SGL PARIS;EUR;4;1;PARIS
TR0024557;0;SGL PARIS;MXN;4;1;PARIS
TR0024890; ;SGL PARIS;EUR;4;1;PARIS
TR0025838; ;SGL PARIS;PEN;4;1;PARIS
TR0025838; ;SGL PARIS;USD;4;1;PARIS
TR0026197; ;SGL PARIS;EUR;4;1;PARIS
TR0026270;0;SGL PARIS;MXN;4;1;PARIS
TR0026270;0;SGL PARIS;USD;4;1;PARIS
TR0026270;0;SGL PARIS;MXV;4;1;PARIS
TR0027995; ;SGL PARIS;XAF;4;1;PARIS
TR0028474; ;SGL PARIS;XAF;4;1;PARIS
TR0034340; ;SGL PARIS;EUR;4;1;PARIS
TR0034477;0;SGL PARIS;USD;4;1;PARIS
TR0034504;0;SGL PARIS;USD;4;1;PARIS
TR0034672;0;SGL PARIS;USD;4;1;PARIS
TR0034886; ;SGL PARIS;PYG;4;1;PARIS
TR0034926; ;SGL PARIS;CLF;4;1;PARIS
TR0035253; ;SGL PARIS;ARS;4;1;PARIS
TR0035255; ;SGL PARIS;ARS;4;1;PARIS
TR0035436;T9608;SGL PARIS;USD;4;1;PARIS
TR0035534; ;SGL PARIS;PEN;4;1;PARIS
TR0035640;0;SGL PARIS;COP;4;1;PARIS
TR0035934; ;SGL PARIS;PYG;4;1;PARIS
TR0036116; ;SGL PARIS;PYG;4;1;PARIS
TR0036900; ;SGL PARIS;CLF;4;1;PARIS
04T000253; ;SGL PARIS;EUR;4;1;PARIS
04T000562; ;SGL PARIS;EUR;4;1;PARIS
04T000875; ;SGL PARIS;EUR;4;1;PARIS
04T002115; ;SGL PARIS;EUR;4;1;PARIS
04T002266; ;SGL PARIS;EUR;4;1;PARIS
04T002350; ;SGL PARIS;EUR;4;1;PARIS
04T002379; ;SGL PARIS;EUR;4;1;PARIS
04T002667; ;SGL PARIS;EUR;4;1;PARIS
04T002679; ;SGL PARIS;EUR;4;1;PARIS
04T002793; ;SGL PARIS;EUR;4;1;PARIS
04T004474; ;SGL PARIS;EUR;4;1;PARIS
04T004475; ;SGL PARIS;EUR;4;1;PARIS
04T004824; ;SGL PARIS;EUR;4;1;PARIS
04T004882; ;SGL PARIS;EUR;4;1;PARIS
04T004955; ;SGL PARIS;EUR;4;1;PARIS
04T005011; ;SGL PARIS;EUR;4;1;PARIS
04T005017; ;SGL PARIS;EUR;4;1;PARIS
04T005018; ;SGL PARIS;EUR;4;1;PARIS
04T005019; ;SGL PARIS;EUR;4;1;PARIS
04T005064; ;SGL PARIS;EUR;4;1;PARIS
04T005155; ;SGL PARIS;EUR;4;1;PARIS
04T005165;0;SGL PARIS;EUR;4;1;PARIS
04T005166;0;SGL PARIS;EUR;4;1;PARIS
04T005356; ;SGL PARIS;EUR;4;1;PARIS
04T005442; ;SGL PARIS;EUR;4;1;PARIS
04T005450; ;SGL PARIS;EUR;4;1;PARIS
04T005586; ;SGL PARIS;EUR;4;1;PARIS
04T005587; ;SGL PARIS;EUR;4;1;PARIS
04T005595; ;SGL PARIS;EUR;4;1;PARIS
04T005615; ;SGL PARIS;EUR;4;1;PARIS
04T005743; ;SGL PARIS;EUR;4;1;PARIS
04T005938; ;SGL PARIS;EUR;4;1;PARIS
04T006063; ;SGL PARIS;EUR;4;1;PARIS
04T006081; ;SGL PARIS;EUR;4;1;PARIS
04T006082; ;SGL PARIS;EUR;4;1;PARIS
04T006108; ;SGL PARIS;EUR;4;1;PARIS
04T006109; ;SGL PARIS;EUR;4;1;PARIS
04T006110; ;SGL PARIS;EUR;4;1;PARIS
04T006111; ;SGL PARIS;EUR;4;1;PARIS
04T006112; ;SGL PARIS;EUR;4;1;PARIS
04T006154; ;SGL PARIS;EUR;4;1;PARIS
04T006155; ;SGL PARIS;EUR;4;1;PARIS
04T006823;T9594;SGL PARIS;CLF;4;1;PARIS
04T006825;T9594;SGL PARIS;CLF;4;1;PARIS
04T006826;T9594;SGL PARIS;CLF;4;1;PARIS
04T006837;0;SGL PARIS;MXN;4;1;PARIS
04T006848;0;SGL PARIS;MXN;4;1;PARIS
04T006848;0;SGL PARIS;USD;4;1;PARIS
04T006857;0;SGL PARIS;COP;4;1;PARIS
04T006881; ;SGL PARIS;EUR;4;1;PARIS
04T007046;T9710;TaRe;EUR;4;1;PARIS
04T007047;T9710;TaRe;EUR;4;1;PARIS
04T007139; ;SGL PARIS;EUR;4;1;PARIS
04T007244; ;SGL PARIS;DZD;4;1;PARIS
04T007355; ;SGL PARIS;MXN;4;1;PARIS
04T007355; ;SGL PARIS;USD;4;1;PARIS
04T007355; ;SGL PARIS;MXV;4;1;PARIS
04T007753; ;SGL PARIS;EUR;4;1;PARIS
04T007783; ;SGL PARIS;EUR;4;1;PARIS
04T007789; ;SGL PARIS;EUR;4;1;PARIS
04T007819; ;SGL PARIS;EUR;4;1;PARIS
04T007820; ;SGL PARIS;PEN;4;1;PARIS
04T007821; ;SGL PARIS;EUR;4;1;PARIS
04U007406; ;Prevoyance Re;EUR;4;1;PARIS
04U007461; ;Prevoyance Re;EUR;4;1;PARIS
04U007474; ;Prevoyance Re;EUR;4;1;PARIS
04U007480; ;Prevoyance Re;EUR;4;1;PARIS
04U007490; ;Prevoyance Re;EUR;4;1;PARIS
04U007572; ;Prevoyance Re;EUR;4;1;PARIS
04U007573; ;Prevoyance Re;EUR;4;1;PARIS
04U007617; ;Prevoyance Re;EUR;4;1;PARIS
04U007621; ;Prevoyance Re;EUR;4;1;PARIS
04U007623; ;Prevoyance Re;EUR;4;1;PARIS
04Z085851; ;SGL PARIS;EUR;4;1;PARIS
09T000099; ;MUTUELLE RE;EUR;4;1;PARIS
09T000164; ;MUTUELLE RE;EUR;4;1;PARIS
09T000214; ;MUTUELLE RE;EUR;4;1;PARIS
09T000217; ;MUTUELLE RE;EUR;4;1;PARIS
09T000256; ;MUTUELLE RE;EUR;4;1;PARIS
TR0000232; ;SGL PARIS;EUR;4;1;PARIS
TR0000714; ;SGL PARIS;EUR;4;1;PARIS
TR0000715; ;SGL PARIS;EUR;4;1;PARIS
TR0002097; ;SGL PARIS;USD;4;1;PARIS
TR0008448; ;SGL PARIS;EUR;4;1;PARIS
TR0009681; ;SGL PARIS;EUR;4;1;PARIS
TR0010365; ;SGL PARIS;COP;4;1;PARIS
TR0011256; ;SGL PARIS;EUR;4;1;PARIS
TR0011431; ;SGL PARIS;EUR;4;1;PARIS
TR0011432; ;SGL PARIS;EUR;4;1;PARIS
TR0011433; ;SGL PARIS;EUR;4;1;PARIS
TR0013581; ;SGL PARIS;EUR;4;1;PARIS
TR0014275; ;SGL PARIS;EUR;4;1;PARIS
TR0014423;0;SGL PARIS;MXN;4;1;PARIS
TR0014425;0;SGL PARIS;MXN;4;1;PARIS
TR0015076; ;SGL PARIS;MXN;4;1;PARIS
TR0015118; ;SGL PARIS;MXN;4;1;PARIS
TR0015120; ;SGL PARIS;MXN;4;1;PARIS
TR0015121; ;SGL PARIS;USD;4;1;PARIS
TR0015238; ;SGL PARIS;EUR;4;1;PARIS
TR0016032; ;SGL PARIS;EUR;4;1;PARIS
TR0016033;0;SGL PARIS;EUR;4;1;PARIS
TR0016067;0;SGL PARIS;EUR;4;1;PARIS
TR0017312; ;SGL PARIS;EUR;4;1;PARIS
TR0017313; ;SGL PARIS;EUR;4;1;PARIS
TR0019347; ;SGL PARIS;EUR;4;1;PARIS
TR0019947; ;SGL PARIS;EUR;4;1;PARIS
TR0019948; ;SGL PARIS;EUR;4;1;PARIS
TR0022291; ;SGL PARIS;EUR;4;1;PARIS
TR0022292; ;SGL PARIS;EUR;4;1;PARIS
TR0022366; ;SGL PARIS;EUR;4;1;PARIS
TR0024979; ;SGL PARIS;COP;4;1;PARIS
TR0026196; ;SGL PARIS;EUR;4;1;PARIS
TR0026530; ;SGL PARIS;EUR;4;1;PARIS
TR0030399; ;SGL PARIS;EUR;4;1;PARIS
TR0030403; ;SGL PARIS;EUR;4;1;PARIS
TR0030595; ;SGL PARIS;COP;4;1;PARIS
TR0030682; ;SGL PARIS;EUR;4;1;PARIS
TR0030683; ;SGL PARIS;EUR;4;1;PARIS
TR0030684; ;SGL PARIS;EUR;4;1;PARIS
TR0030685; ;SGL PARIS;EUR;4;1;PARIS
TR0030686; ;SGL PARIS;EUR;4;1;PARIS
TR0030687; ;SGL PARIS;EUR;4;1;PARIS
TR0030688; ;SGL PARIS;EUR;4;1;PARIS
TR0030689; ;SGL PARIS;EUR;4;1;PARIS
TR0030901; ;SGL PARIS;EUR;4;1;PARIS
TR0030995; ;SGL PARIS;EUR;4;1;PARIS
TR0032027; ;SGL PARIS;TND;4;1;PARIS
TR0032153; ;SGL PARIS;USD;4;1;PARIS
TR0034958; ;SGL PARIS;EUR;4;1;PARIS
TR0034959; ;SGL PARIS;EUR;4;1;PARIS
TR0038060;0;SGL PARIS;EUR;4;1;PARIS
TR0038409; ;SGL PARIS;EUR;4;1;PARIS
TR0038410; ;SGL PARIS;EUR;4;1;PARIS
TR0038464;0;SGL PARIS;MXN;4;1;PARIS
TR0038489;0;SGL PARIS;MXN;4;1;PARIS
TR0038594; ;SGL PARIS;EUR;4;1;PARIS
TR0038596; ;SGL PARIS;EUR;4;1;PARIS
TR0038620;0;SGL PARIS;MXN;4;1;PARIS
TR0038651; ;SGL PARIS;USD;4;1;PARIS
TR0038661; ;SGL PARIS;MAD;4;1;PARIS
TR0038727; ;SGL PARIS;EUR;4;1;PARIS
TR0038728; ;SGL PARIS;EUR;4;1;PARIS
TRB000029; ;MUTUELLE RE;EUR;4;1;PARIS
TRB000034; ;MUTUELLE RE;EUR;4;1;PARIS
18T001419;0;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000355; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0004676; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0017975; ;SGL COLOGNE;KWD;18;1;DEUTSCHLAND
TR0018996; ;SGL COLOGNE;KWD;18;1;DEUTSCHLAND
TR0035054; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0035808; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0036691; ;SGL COLOGNE;QAR;18;1;DEUTSCHLAND
TR0038000; ;SGL COLOGNE;QAR;18;1;DEUTSCHLAND
18T000298; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
18T000300; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
18T000311; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T000492; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T000615; ;SGL COLOGNE;BHD;18;1;DEUTSCHLAND
18T000873; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T000980; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001157; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
18T001256; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001271; ;SGL COLOGNE;QAR;18;1;DEUTSCHLAND
18T001412; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
18ZF10033; ;Subledger transfer;JOD;18;1;DEUTSCHLAND
18ZF11476; ;Subledger transfer;SAR;18;1;DEUTSCHLAND
TR0004316; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0006006; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0006007; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0006514; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0006564; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0014720; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0016419; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0018007; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0022667; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0030705; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0037056; ;SGL COLOGNE;LBP;18;1;DEUTSCHLAND
TR0038474; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0038515; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0038537; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0038570; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0038590; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0026844;0;SGLA new;USD;27;1;SCOR Global Life Americas
TR0034598; ;SGLA new;BRL;27;1;SCOR Global Life Americas
TR0036547; ;SGL PARIS;USD;27;1;SCOR Global Life Americas
TR0023011; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0023016; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0023017; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0023018; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0023019; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0030542; ;SGL DALLAS;GTQ;27;1;SCOR Global Life Americas
TR0034526; ;SGL PARIS;THB;4;2;SINGAPOUR VIE
TR0035653;T9588;SGL PARIS;HKD;4;2;SINGAPOUR VIE
TR0034599;0;HOLDING SCOR;MXN;7;2;HOLDING SCOR SGL
TR0034606;0;HOLDING SCOR;MXN;7;2;HOLDING SCOR SGL
TR0034606;0;HOLDING SCOR;USD;7;2;HOLDING SCOR SGL
TR0034608;0;HOLDING SCOR;MXN;7;2;HOLDING SCOR SGL
TR0034608;0;HOLDING SCOR;MXV;7;2;HOLDING SCOR SGL
TR0034608;0;HOLDING SCOR;USD;7;2;HOLDING SCOR SGL
18T001348;0;SGL COLOGNE;EUR;18;2;SWITZERLAND
18T001349;0;SGL COLOGNE;BGN;18;2;SWITZERLAND
18ZF31501; ;Subledger transfer;ILS;18;2;SWITZERLAND
TR0034129; ;SGL COLOGNE;ILS;18;2;SWITZERLAND
TR0034133; ;SGL COLOGNE;ILS;18;2;SWITZERLAND
TR0034732; ;SCOR SWITZERLAND;ILS;18;2;SWITZERLAND
19T000024; ;SGL LONDON;EUR;19;2;IRELAND
TR0033341; ;SGL LONDON;MYR;19;2;IRELAND
18T001076; ;SGL COLOGNE;EUR;18;4;MOSCOW
TR0009284; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0026481; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0031000; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0006309;0;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0030920;0;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0032117; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0032119; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0032137; ;SGL DALLAS;BRL;27;4;SCOR BRASIL RESSEGUROS SA LIFE
TR0023035; ;SGL PARIS;EUR;4;5;MADRID
TR0030029; ;SGL PARIS;EUR;4;5;MADRID
04T000488;T9730;SGL PARIS;EUR;4;5;MADRID
04T002655; ;SGL PARIS;EUR;4;5;MADRID
04T005103; ;SGL PARIS;EUR;4;5;MADRID
04T005107; ;SGL PARIS;EUR;4;5;MADRID
04T005523;T9668;SGL PARIS;EUR;4;5;MADRID
04T005629;T9665;SGL PARIS;EUR;4;5;MADRID
04T005637; ;SGL PARIS;EUR;4;5;MADRID
04T006047; ;SGL PARIS;EUR;4;5;MADRID
04T006105;T9664;SGL PARIS;EUR;4;5;MADRID
04T006927; ;SGL PARIS;EUR;4;5;MADRID
04Z085798;T9730;SGL PARIS;EUR;4;5;MADRID
TR0003577; ;SGL PARIS;EUR;4;5;MADRID
TR0006420;T9666;SGL PARIS;EUR;4;5;MADRID
TR0010373;T9664;SGL PARIS;EUR;4;5;MADRID
TR0010848; ;SGL PARIS;EUR;4;5;MADRID
TR0025430; ;SGL PARIS;EUR;4;5;MADRID
TR0030864; ;SGL PARIS;EUR;4;5;MADRID
TR0037760; ;SGL PARIS;EUR;4;5;MADRID
04T000073; ;SGL PARIS;EUR;4;5;MADRID
04T000596; ;SGL PARIS;EUR;4;5;MADRID
04T000597; ;SGL PARIS;EUR;4;5;MADRID
04T000598; ;SGL PARIS;EUR;4;5;MADRID
04T000856; ;SGL PARIS;EUR;4;5;MADRID
04T001499; ;SGL PARIS;EUR;4;5;MADRID
04T001500; ;SGL PARIS;EUR;4;5;MADRID
04T002645; ;SGL PARIS;EUR;4;5;MADRID
04T002680; ;SGL PARIS;EUR;4;5;MADRID
04T002681; ;SGL PARIS;EUR;4;5;MADRID
04T003790; ;SGL PARIS;EUR;4;5;MADRID
04T003859; ;SGL PARIS;EUR;4;5;MADRID
04T003958; ;SGL PARIS;EUR;4;5;MADRID
04T003959; ;SGL PARIS;EUR;4;5;MADRID
04T003977; ;SGL PARIS;EUR;4;5;MADRID
04T004504; ;SGL PARIS;EUR;4;5;MADRID
04T004533; ;SGL PARIS;EUR;4;5;MADRID
04T004593;T9664;SGL PARIS;EUR;4;5;MADRID
04T004646; ;SGL PARIS;EUR;4;5;MADRID
04T004822;T9694;SGL PARIS;EUR;4;5;MADRID
04T004823;T9694;SGL PARIS;EUR;4;5;MADRID
04T005009; ;SGL PARIS;EUR;4;5;MADRID
04T005015; ;SGL PARIS;EUR;4;5;MADRID
04T005326; ;SGL PARIS;EUR;4;5;MADRID
04T005327; ;SGL PARIS;EUR;4;5;MADRID
04T005328; ;SGL PARIS;EUR;4;5;MADRID
04T005329; ;SGL PARIS;EUR;4;5;MADRID
04T005330; ;SGL PARIS;EUR;4;5;MADRID
04T005331; ;SGL PARIS;EUR;4;5;MADRID
04T005344; ;SGL PARIS;EUR;4;5;MADRID
04T005345; ;SGL PARIS;EUR;4;5;MADRID
04T005346; ;SGL PARIS;EUR;4;5;MADRID
04T005404; ;SGL PARIS;EUR;4;5;MADRID
04T005407; ;SGL PARIS;EUR;4;5;MADRID
04T005477; ;SGL PARIS;EUR;4;5;MADRID
04T005478; ;SGL PARIS;EUR;4;5;MADRID
04T005479; ;SGL PARIS;EUR;4;5;MADRID
04T005499;T9666;SGL PARIS;EUR;4;5;MADRID
04T005503; ;SGL PARIS;EUR;4;5;MADRID
04T005504; ;SGL PARIS;EUR;4;5;MADRID
04T005505; ;SGL PARIS;EUR;4;5;MADRID
04T005565; ;SGL PARIS;EUR;4;5;MADRID
04T005567;0;SGL PARIS;EUR;4;5;MADRID
04T005588; ;SGL PARIS;EUR;4;5;MADRID
04T005670; ;SGL PARIS;EUR;4;5;MADRID
04T005771; ;SGL PARIS;EUR;4;5;MADRID
04T005959; ;SGL PARIS;EUR;4;5;MADRID
04T005960; ;SGL PARIS;EUR;4;5;MADRID
04T006011; ;SGL PARIS;EUR;4;5;MADRID
04T006071; ;SGL PARIS;EUR;4;5;MADRID
04T006074; ;SGL PARIS;EUR;4;5;MADRID
04T006142; ;SGL PARIS;EUR;4;5;MADRID
04T007019; ;SGL PARIS;EUR;4;5;MADRID
04T007038; ;SGL PARIS;EUR;4;5;MADRID
04T007039; ;SGL PARIS;EUR;4;5;MADRID
04T007041; ;SGL PARIS;EUR;4;5;MADRID
04T007052;T9720;TaRe;EUR;4;5;MADRID
04T007055;T9720;TaRe;EUR;4;5;MADRID
04T007098;T9694;TaRe;EUR;4;5;MADRID
04T007119; ;SGL PARIS;EUR;4;5;MADRID
04T007185; ;SGL PARIS;EUR;4;5;MADRID
04T007359; ;SGL PARIS;EUR;4;5;MADRID
04T007367; ;SGL PARIS;EUR;4;5;MADRID
04T007368; ;SGL PARIS;EUR;4;5;MADRID
04T007377;T9720;TaRe;EUR;4;5;MADRID
04T007394; ;SGL PARIS;EUR;4;5;MADRID
04T007396; ;SGL PARIS;EUR;4;5;MADRID
04T007397;T9666;SGL PARIS;EUR;4;5;MADRID
04T007398; ;SGL PARIS;EUR;4;5;MADRID
04T007399; ;SGL PARIS;EUR;4;5;MADRID
04T007792; ;SGL PARIS;EUR;4;5;MADRID
04T007793;T9699;SGL PARIS;EUR;4;5;MADRID
04T007794; ;SGL PARIS;EUR;4;5;MADRID
04T007795; ;SGL PARIS;EUR;4;5;MADRID
04T007797;T9694;SGL PARIS;EUR;4;5;MADRID
04T007800; ;SGL PARIS;EUR;4;5;MADRID
04T007815; ;SGL PARIS;EUR;4;5;MADRID
04W000357; ;SGL PARIS;EUR;4;5;MADRID
04Z041975; ;SGL PARIS;EUR;4;5;MADRID
04Z085793; ;SGL PARIS;EUR;4;5;MADRID
04Z086694;T9699;SGL PARIS;EUR;4;5;MADRID
04Z0N0222; ;SGL PARIS;EUR;4;5;MADRID
04Z0N0435; ;SGL PARIS;EUR;4;5;MADRID
04Z0N0483;T9665;SGL PARIS;EUR;4;5;MADRID
04ZR43120; ;Ex REVIOS;EUR;4;5;MADRID
04ZR43479; ;Ex REVIOS;EUR;4;5;MADRID
04ZR43587; ;Ex REVIOS;EUR;4;5;MADRID
04ZR69562; ;Ex REVIOS;EUR;4;5;MADRID
TR0003171; ;SGL PARIS;EUR;4;5;MADRID
TR0006410; ;SGL PARIS;EUR;4;5;MADRID
TR0006486; ;SGL PARIS;EUR;4;5;MADRID
TR0006596;T9720;SGL PARIS;EUR;4;5;MADRID
TR0008437; ;SGL PARIS;EUR;4;5;MADRID
TR0008438; ;SGL PARIS;EUR;4;5;MADRID
TR0009800; ;SGL PARIS;EUR;4;5;MADRID
TR0010092; ;SGL PARIS;EUR;4;5;MADRID
TR0010145; ;SGL PARIS;EUR;4;5;MADRID
TR0010863; ;SGL PARIS;EUR;4;5;MADRID
TR0013842; ;SGL PARIS;EUR;4;5;MADRID
TR0014805; ;SGL PARIS;EUR;4;5;MADRID
TR0014849;T9720;SGL PARIS;EUR;4;5;MADRID
TR0015059; ;SGL PARIS;EUR;4;5;MADRID
TR0015074; ;SGL PARIS;EUR;4;5;MADRID
TR0015147; ;SGL PARIS;EUR;4;5;MADRID
TR0015148; ;SGL PARIS;EUR;4;5;MADRID
TR0017131; ;SGL PARIS;EUR;4;5;MADRID
TR0017132; ;SGL PARIS;EUR;4;5;MADRID
TR0017881; ;SGL PARIS;EUR;4;5;MADRID
TR0017882; ;SGL PARIS;EUR;4;5;MADRID
TR0018077; ;SGL PARIS;EUR;4;5;MADRID
TR0018622; ;SGL PARIS;EUR;4;5;MADRID
TR0018623; ;SGL PARIS;EUR;4;5;MADRID
TR0021943; ;SGL PARIS;EUR;4;5;MADRID
TR0021944; ;SGL PARIS;EUR;4;5;MADRID
TR0022335; ;SGL PARIS;EUR;4;5;MADRID
TR0022337; ;SGL PARIS;EUR;4;5;MADRID
TR0022767; ;SGL PARIS;EUR;4;5;MADRID
TR0022832;0;SGL PARIS;EUR;4;5;MADRID
TR0022833;0;SGL PARIS;EUR;4;5;MADRID
TR0022840; ;SGL PARIS;EUR;4;5;MADRID
TR0022897; ;SGL PARIS;EUR;4;5;MADRID
TR0030786; ;SGL PARIS;EUR;4;5;MADRID
TR0030954; ;SGL PARIS;EUR;4;5;MADRID
TR0032785; ;SGL PARIS;EUR;4;5;MADRID
TR0038556; ;SGL PARIS;EUR;4;5;MADRID
TR0038593;0;SGL PARIS;EUR;4;5;MADRID
TR0038797; ;SGL PARIS;EUR;4;5;MADRID
TR0038798; ;SGL PARIS;EUR;4;5;MADRID
04T002304;0;SGL PARIS;CAD;4;7;MONTREAL ACCIDENT MALADIE
TR0034683; ;SGL PARIS;CAD;4;7;MONTREAL ACCIDENT MALADIE
TR0030921; ;SGL PARIS;CAD;4;7;MONTREAL ACCIDENT MALADIE
TR0036253; ;SCOR CANADA;CAD;4;7;MONTREAL ACCIDENT MALADIE
TR0037666; ;SCOR CANADA;CAD;4;7;MONTREAL ACCIDENT MALADIE
TR0016951; ;SGL PARIS;EUR;4;13;SGL S.E Dutch Branch
TR0032912; ;SCOR ASIA PACIFIQUE;INR;20;17;INDIA BRANCH LIFE
TR0035263; ;SCOR ASIA PACIFIQUE;INR;20;17;INDIA BRANCH LIFE
TR0038567; ;SCOR ASIA PACIFIQUE;INR;20;17;INDIA BRANCH LIFE
TR0030812; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
04T800475; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
04T800492; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
TR0016693; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
TR0017764; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
TR0026578; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
TR0032176; ;SGL PARIS;AED;4;19;SGL SE Labuan-Islamic fund
TR0034626; ;SGL PARIS;JPY;4;20;SGL SE JAPAN BRANCH
04T002747; ;SGL PARIS;XAF;4;1;PARIS
04T004153; ;SGL PARIS;XAF;4;1;PARIS
04T004155; ;SGL PARIS;XAF;4;1;PARIS
04Z086534; ;SGL PARIS;XAF;4;1;PARIS
04Z086536; ;SGL PARIS;XAF;4;1;PARIS
04Z086538; ;SGL PARIS;XAF;4;1;PARIS
TR0012238;0;SGL PARIS;PEN;4;1;PARIS
TR0024472;0;SGL PARIS;PEN;4;1;PARIS
TR0024493;0;SGL PARIS;PEN;4;1;PARIS
TR0027970; ;SGL PARIS;XAF;4;1;PARIS
TR0030640;0;SGL PARIS;PEN;4;1;PARIS
TR0030643;0;SGL PARIS;PEN;4;1;PARIS
TR0030644;0;SGL PARIS;PEN;4;1;PARIS
TR0030647;0;SGL PARIS;PEN;4;1;PARIS
04T004856; ;SGL PARIS;EUR;4;1;PARIS
04T004864; ;SGL PARIS;EUR;4;1;PARIS
04T005184; ;SGL PARIS;EUR;4;1;PARIS
04T005561;0;Ex CONVERIUM;USD;4;1;PARIS
04T005562;0;Ex CONVERIUM;USD;4;1;PARIS
04T005757;0;Ex CONVERIUM;USD;4;1;PARIS
04T006847;0;SGL PARIS;USD;4;1;PARIS
04T006943; ;SGL PARIS;HNL;4;1;PARIS
04T006943; ;SGL PARIS;USD;4;1;PARIS
