TREATY;NAIC_Client;Origine_Ptf;Devise;Subsidiary;Esb;esb_ll
18ZF15238;0;Transfer to SGL Köln;BRL;18;1;DEUTSCHLAND
18ZF15240;0;Transfer to SGL Köln;BRL;18;1;DEUTSCHLAND
18ZF16043;0;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF31109;62308;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF31094;93734;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF31658;82627;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF31659;65838;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF29850;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF32473;0;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF32751;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF32950;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZR15602;0;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18ZF11021;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF11065; ;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF01803;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
05T000573; ;Transfer to SGL Paris;EUR;5;1;SCOR GERMANY
05T006715; ;SCOR DEUTSCHLAND;NOK;5;1;SCOR GERMANY
18ZF27331;62308;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
18ZF27613;90670;Transfer to SGL Köln;USD;18;1;DEUTSCHLAND
TR0030220; ;SGL PARIS;EUR;4;1;PARIS
19W000316; ;Transfer from SGL Paris;CHF;19;1;UK
19W000202; ;Transfer from SGL Paris;GBP;19;1;UK
19W000212;0;Transfer from SGL Paris;GBP;19;1;UK
19W000227; ;Transfer from SGL Paris;GBP;19;1;UK
19W000289;0;Transfer from SGL Paris;GBP;19;1;UK
19W000237; ;Transfer from SGL Paris;USD;19;1;UK
19W000270; ;Transfer from SGL Paris;AUD;19;1;UK
19W000271; ;Transfer from SGL Paris;GBP;19;1;UK
19W000253; ;Transfer from SGL Paris;USD;19;1;UK
19W000255; ;Transfer from SGL Paris;GBP;19;1;UK
19W000259; ;Transfer from SGL Paris;GBP;19;1;UK
19W000279; ;Transfer from SGL Paris;GBP;19;1;UK
19W000285; ;Transfer from SGL Paris;GBP;19;1;UK
19W000284; ;Transfer from SGL Paris;GBP;19;1;UK
19W000287; ;Transfer from SGL Paris;GBP;19;1;UK
19U000094; ;Transfer from SGL Paris;USD;19;1;UK
19U000103; ;Transfer from SGL Paris;GBP;19;1;UK
19U000108; ;Transfer from SGL Paris;GBP;19;1;UK
19U000117; ;Transfer from SGL Paris;GBP;19;1;UK
19U000114;T9477;Transfer from SGL Paris;GBP;19;1;UK
19U000150; ;Transfer from SGL Paris;GBP;19;1;UK
19U000129; ;Transfer from SGL Paris;GBP;19;1;UK
19U000135; ;Transfer from SGL Paris;GBP;19;1;UK
19ZR33304; ;SGL LONDON;GBP;19;1;UK
19ZR33287; ;SGL LONDON;EUR;19;1;UK
19ZR33289; ;SGL LONDON;EUR;19;1;UK
19ZR33677; ;SGL LONDON;EUR;19;1;UK
19ZR33749; ;SGL LONDON;EUR;19;1;UK
19ZR40780; ;SGL LONDON;GBP;19;1;UK
19U000174; ;Transfer from SGL Paris;GBP;19;1;UK
19ZR40683; ;SGL LONDON;EUR;19;1;UK
19ZR41439;T9660;SGL LONDON;GBP;19;1;UK
19ZR42484; ;SGL LONDON;GBP;19;1;UK
19ZR42484; ;SGL LONDON;DEM;19;1;UK
19ZR42484; ;SGL LONDON;HKD;19;1;UK
19ZR42484; ;SGL LONDON;USD;19;1;UK
19ZR42492; ;SGL LONDON;GBP;19;1;UK
19ZR43074; ;SGL LONDON;GBP;19;1;UK
19ZR43088; ;SGL LONDON;EUR;19;1;UK
19ZR43098; ;SGL LONDON;GBP;19;1;UK
19ZR43102; ;SGL LONDON;GBP;19;1;UK
19ZR43118; ;SGL LONDON;EUR;19;1;UK
19ZR43148; ;SGL LONDON;GBP;19;1;UK
19ZR43173; ;SGL LONDON;GBP;19;1;UK
19ZR43180; ;SGL LONDON;GBP;19;1;UK
19ZR43213; ;SGL LONDON;GBP;19;1;UK
19ZR43335; ;SGL LONDON;GBP;19;1;UK
TR0000157;0;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0002503;87598;SGL COLOGNE;PLN;18;1;DEUTSCHLAND
TR0002503;87598;SGL COLOGNE;HUF;18;1;DEUTSCHLAND
TR0003293; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0006127; ;SGL COLOGNE;PLN;18;1;DEUTSCHLAND
TR0006492; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0006638; ;SGL COLOGNE;QAR;18;1;DEUTSCHLAND
TR0017880; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
TR0021302; ;SGL COLOGNE;QAR;18;1;DEUTSCHLAND
TR0022566; ;SGL COLOGNE;KWD;18;1;DEUTSCHLAND
TR0022598; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0027067; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0030586; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
19W000205; ;Transfer from SGL Paris;GBP;19;1;UK
19W000208; ;Transfer from SGL Paris;GBP;19;1;UK
18T001123; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001199; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18T001207; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001237; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001324; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
18T001333; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001335; ;SGL COLOGNE;PLN;18;1;DEUTSCHLAND
18T001339; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001388; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T001407; ;SGL COLOGNE;BHD;18;1;DEUTSCHLAND
18T001414; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18U000637; ;Transfer from SGL Paris;OMR;18;1;DEUTSCHLAND
18ZR38009; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0006121; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0006257; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0007825; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0010294; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0010295; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
TR0014653; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0015081; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0015083; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
TR0017922; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0018240; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
TR0020220; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
18T000424; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
18T000870; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000909; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000979; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
18T001036; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0000941; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0001828; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0001995; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0004040; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0004973; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0005211; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
TR0011877; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T000587; ;SGL COLOGNE;EGP;18;1;DEUTSCHLAND
18T000995; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T000996; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001042; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T001139; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T001208; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001259; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001274; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18T001336; ;Transfer to SGL Köln;HUF;18;1;DEUTSCHLAND
18T001366; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001409; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18T001413; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
18U000701; ;Transfer from SGL Paris;OMR;18;1;DEUTSCHLAND
TR0008727; ;SGL COLOGNE;PLN;18;1;DEUTSCHLAND
TR0008824; ;SGL COLOGNE;PLN;18;1;DEUTSCHLAND
TR0008835; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0008837; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
TR0011190; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
TR0011953; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
TR0014934; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
TR0015029; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000571; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18T001278; ;SGL COLOGNE;LTL;18;1;DEUTSCHLAND
18T001295; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T001330; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18T001351; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18ZF15040; ;Subledger transfer;EUR;18;1;DEUTSCHLAND
18T000336; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T000984; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T001104; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001105; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T001119; ;SGL COLOGNE;USD;18;1;DEUTSCHLAND
18T001122; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000533; ;SGL COLOGNE;JOD;18;1;DEUTSCHLAND
18T000850; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T000908; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001026; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001177; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001197; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18ZF20755; ;Subledger transfer;EUR;18;1;DEUTSCHLAND
18ZF20756; ;Subledger transfer;EUR;18;1;DEUTSCHLAND
18ZR43604; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18ZR43606; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T000483; ;Transfer to SGL Köln;EUR;18;1;DEUTSCHLAND
18T000503; ;SGL COLOGNE;AED;18;1;DEUTSCHLAND
18T000591; ;SGL COLOGNE;SAR;18;1;DEUTSCHLAND
18T000931; ;SGL COLOGNE;OMR;18;1;DEUTSCHLAND
18ZF04995; ;Subledger transfer;JOD;18;1;DEUTSCHLAND
18ZF06576; ;Subledger transfer;JOD;18;1;DEUTSCHLAND
18T001099; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18T001100; ;SGL COLOGNE;EUR;18;1;DEUTSCHLAND
18ZF14061; ;Subledger transfer;USD;18;1;DEUTSCHLAND
14ZA02549;86231;TaRe;CAD;27;1;SCOR Global Life Americas
14ZA06056;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA000050;70408;TaRe;USD;27;1;SCOR Global Life Americas
14ZA00033;69485;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02618;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06024;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA000120;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA000130;63983;TaRe;USD;27;1;SCOR Global Life Americas
TRA000150;61301;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02704;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02771;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06429;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02710;86231;TaRe;CAD;27;1;SCOR Global Life Americas
TRA000330;61301;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06019;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06020;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02624;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02707;86231;TaRe;USD;27;1;SCOR Global Life Americas
23T000050; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000055; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000081; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000082; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000085; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000131; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000132; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000133; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000157; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000161; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000168; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000169; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000171;0;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000172;0;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000177; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000178; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000179; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000180; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000191; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000206; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000208; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000214; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000215; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000001; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000019; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000020; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000025; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000040; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000045; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000200; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000201; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000202; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000219; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000220; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000226; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
24T000004; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
24T000005; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
24T000007; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
24T000008; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
TR0001759; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
TR0001760; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
TR0001761; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
TR0007746; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
TR0012773; ;SGL AUSTRALIA;AUD;24;1;SGL Australia PTY LTD
23T000062; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000074; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000097; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000114; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000119; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000135; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000143; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000145; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000146; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000163; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000185;T9710;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000134; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000186;T9710;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000060; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000064;T9744;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000078;0;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000137; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000138; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000139; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000003; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000036; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000150; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000187; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
TR0009168; ;SGL LONDON;GBP;19;1;UK
19T000344; ;SGL LONDON;GBP;19;1;UK
19T000620; ;SGL LONDON;GBP;19;1;UK
TR0018248; ;SGL LONDON;GBP;19;1;UK
23T000149; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000181; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000182; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000183; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000184; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000197; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000006; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000011; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000118; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000111; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000012; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000058; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
23T000087; ;Transfer to SGL Paris;EUR;23;1;PREVOYANCE RE
19T000336; ;SGL LONDON;GBP;19;1;UK
19T000576; ;TaRe;GBP;19;1;UK
19ZR43560; ;SGL LONDON;GBP;19;1;UK
19ZR43597; ;SGL LONDON;GBP;19;1;UK
19ZR43712; ;SGL LONDON;GBP;19;1;UK
19ZR43731; ;SGL LONDON;GBP;19;1;UK
19ZR43732; ;SGL LONDON;GBP;19;1;UK
19ZR43733; ;SGL LONDON;GBP;19;1;UK
19ZR43734; ;SGL LONDON;GBP;19;1;UK
19T000020; ;SGL LONDON;GBP;19;1;UK
19T000028; ;SGL LONDON;GBP;19;1;UK
19T000034; ;SGL LONDON;GBP;19;1;UK
19T000037; ;SGL LONDON;GBP;19;1;UK
19T000048; ;SGL LONDON;GBP;19;1;UK
19T000059; ;SGL LONDON;GBP;19;1;UK
19T000060; ;SGL LONDON;GBP;19;1;UK
19T000346; ;SGL LONDON;GBP;19;1;UK
19T000347; ;SGL LONDON;GBP;19;1;UK
19T000348; ;SGL LONDON;GBP;19;1;UK
19T000564; ;SGL LONDON;EUR;19;1;UK
19T000567; ;SGL LONDON;GBP;19;1;UK
19T000578; ;SGL LONDON;EUR;19;1;UK
19T000577; ;TaRe;GBP;19;1;UK
19T000580; ;TaRe;GBP;19;1;UK
19T000581; ;SGL LONDON;GBP;19;1;UK
19T000569; ;SGL LONDON;GBP;19;1;UK
19ZR42484; ;SGL LONDON;EUR;19;1;UK
19ZR43272; ;SGL LONDON;EUR;19;1;UK
19ZR43487; ;SGL LONDON;GBP;19;1;UK
19ZR43510; ;SGL LONDON;GBP;19;1;UK
19ZR43561; ;SGL LONDON;GBP;19;1;UK
19ZR43643; ;SGL LONDON;GBP;19;1;UK
19ZR43644; ;SGL LONDON;GBP;19;1;UK
19ZR43648; ;SGL LONDON;EUR;19;1;UK
19ZR43663; ;SGL LONDON;GBP;19;1;UK
19ZR43682; ;SGL LONDON;EUR;19;1;UK
19ZR43683; ;SGL LONDON;EUR;19;1;UK
19ZR43717; ;SGL LONDON;GBP;19;1;UK
19ZR43719; ;SGL LONDON;GBP;19;1;UK
19ZR43720; ;SGL LONDON;GBP;19;1;UK
19ZR43725; ;SGL LONDON;GBP;19;1;UK
19ZR43726; ;SGL LONDON;GBP;19;1;UK
19T000011; ;SGL LONDON;GBP;19;1;UK
19T000013; ;SGL LONDON;GBP;19;1;UK
19T000045; ;SGL LONDON;EUR;19;1;UK
19U000195; ;Transfer from SGL Paris;GBP;19;1;UK
19T000067; ;SGL LONDON;GBP;19;1;UK
19T000081; ;SGL LONDON;EUR;19;1;UK
TRA000580;70319;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03111;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA000590;68810;TaRe;USD;27;1;SCOR Global Life Americas
TRA000620;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA000670;68810;TaRe;USD;27;1;SCOR Global Life Americas
TRA000700;66869;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02768;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02774;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02786;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06023;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA000750;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA000780;68810;TaRe;USD;27;1;SCOR Global Life Americas
TRA000800;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA000810;67539;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02665;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02795;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03619;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06432;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA000900;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA000920;67539;TaRe;USD;27;1;SCOR Global Life Americas
TRA001010;65900;TaRe;USD;27;1;SCOR Global Life Americas
TRA001030;63258;TaRe;USD;27;1;SCOR Global Life Americas
TRA001050;93572;TaRe;USD;27;1;SCOR Global Life Americas
TRA001060;71439;TaRe;USD;27;1;SCOR Global Life Americas
TRA001170;67083;TaRe;USD;27;1;SCOR Global Life Americas
TRA001180;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA001220;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA001360;71404;TaRe;USD;27;1;SCOR Global Life Americas
TRA001390;92657;TaRe;USD;27;1;SCOR Global Life Americas
TRA001410;63312;TaRe;USD;27;1;SCOR Global Life Americas
TRA001540;57320;TaRe;USD;27;1;SCOR Global Life Americas
TRA001550;87572;TaRe;USD;27;1;SCOR Global Life Americas
TRA001640;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA001650;68810;TaRe;USD;27;1;SCOR Global Life Americas
TRA001660;63223;TaRe;USD;27;1;SCOR Global Life Americas
TRA001680;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA001700;63258;TaRe;USD;27;1;SCOR Global Life Americas
TRA001710;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA001720;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA001790;63096;TaRe;USD;27;1;SCOR Global Life Americas
TRA001830;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA001860;69868;TaRe;USD;27;1;SCOR Global Life Americas
TRA001870;62308;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA001970;82627;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA002030;68322;TaRe;USD;27;1;SCOR Global Life Americas
TRA002040;80705;TaRe;USD;27;1;SCOR Global Life Americas
TRA002110;65900;TaRe;USD;27;1;SCOR Global Life Americas
TRA002130;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA002180;64327;TaRe;USD;27;1;SCOR Global Life Americas
TRA002310;62308;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA002380;60399;TaRe;USD;27;1;SCOR Global Life Americas
TRA002390;67989;TaRe;USD;27;1;SCOR Global Life Americas
TRA002440;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA002490;68721;TaRe;USD;27;1;SCOR Global Life Americas
TRA002500;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA002520;60399;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02528;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02653;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02659;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02799;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02821;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02860;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02864;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02882;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA02948;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA03108;86231;TaRe;USD;27;1;SCOR Global Life Americas
14ZA06021;86231;TaRe;USD;27;1;SCOR Global Life Americas
TRA001440;67083;TaRe;USD;27;1;SCOR Global Life Americas
TRA002650;66044;TaRe;USD;27;1;SCOR Global Life Americas
TRA002680;66974;TaRe;USD;27;1;SCOR Global Life Americas
TRA002700;66974;TaRe;USD;27;1;SCOR Global Life Americas
TRA002710;65641;TaRe;USD;27;1;SCOR Global Life Americas
TRA002730;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA002750;66265;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA002760;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA002770;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA002800;66583;TaRe;USD;27;1;SCOR Global Life Americas
TRA002880;97241;TaRe;USD;27;1;SCOR Global Life Americas
TRA003150;62308;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA003190;69973;TaRe;USD;27;1;SCOR Global Life Americas
TRA003220;70130;TaRe;USD;27;1;SCOR Global Life Americas
TRA003230;70319;TaRe;USD;27;1;SCOR Global Life Americas
TRA003240;92649;TaRe;USD;27;1;SCOR Global Life Americas
TRA003250;79022;SGL DALLAS;USD;27;1;SCOR Global Life Americas
TRA003270;68322;TaRe;USD;27;1;SCOR Global Life Americas
TRA003300;65757;TaRe;USD;27;1;SCOR Global Life Americas
TRA003310;64343;TaRe;USD;27;1;SCOR Global Life Americas
TRA003330;64343;TaRe;USD;27;1;SCOR Global Life Americas
TRA003380;66869;TaRe;USD;27;1;SCOR Global Life Americas
